mean_X	mean_Y	mean_hx	mean_hy	mean_theta_x	mean_theta_y	corr	MI	mean_E	mean_mx	mean_my	std_mx	std_my	H	T
578.512944	578.612405	0.050000	0.050000	0.000000	0.000000	0.791357	0.599589	-0.038522	0.526419	0.526682	0.052833	0.051741	0.100000	0.000000
578.371562	578.820626	0.050000	0.050000	0.000000	0.000000	0.787716	0.589873	-0.038512	0.526046	0.527231	0.052239	0.052311	0.100000	0.000000
578.353269	578.648092	0.050000	0.050000	0.000000	0.000000	0.787133	0.600148	-0.038481	0.525998	0.526776	0.052698	0.052983	0.100000	0.000000
578.531512	578.535219	0.050000	0.050000	0.000000	0.000000	0.788220	0.600977	-0.038505	0.526468	0.526478	0.052228	0.052655	0.100000	0.000000
578.457101	578.673385	0.050000	0.050000	0.000000	0.000000	0.793906	0.586395	-0.038516	0.526272	0.526843	0.052250	0.052812	0.100000	0.000000
578.414994	578.373998	0.050000	0.050000	0.000000	0.000000	0.800162	0.634846	-0.038530	0.526161	0.526053	0.052429	0.052717	0.100000	0.000000
578.287902	578.315295	0.050000	0.050000	0.000000	0.000000	0.799995	0.618404	-0.038544	0.525826	0.525898	0.052282	0.052326	0.100000	0.000000
578.276075	578.387494	0.050000	0.050000	0.000000	0.000000	0.801308	0.607386	-0.038525	0.525794	0.526088	0.052680	0.052792	0.100000	0.000000
578.177710	578.305714	0.050000	0.050000	0.000000	0.000000	0.796046	0.611144	-0.038517	0.525535	0.525873	0.052434	0.052749	0.100000	0.000000
578.240033	578.480761	0.050000	0.050000	0.000000	0.000000	0.795385	0.581095	-0.038527	0.525699	0.526334	0.052356	0.052354	0.100000	0.000000
578.257641	578.397819	0.050000	0.050000	0.000000	0.000000	0.794501	0.588690	-0.038532	0.525746	0.526116	0.052557	0.051838	0.100000	0.000000
578.245826	578.165544	0.050000	0.050000	0.000000	0.000000	0.790929	0.583630	-0.038523	0.525715	0.525503	0.052328	0.052044	0.100000	0.000000
